mean_abs_shap_mm,share_pct,share_ci_lo_pct,share_ci_hi_pct,n_columns,sum_of_column_mean_abs_mm,internal_cancellation_pct,split_half_max_disagreement_pct,name,display,field_family,term_family,max_abs_r_any_column,most_correlated_with,model,target,units,n_rows_explained,n_rows_observed,sampled,n_mascons,n_features,predictors,base_value_mm,scope,caveat
23.072363096325184,10.824164906490585,10.27937501485454,11.34622777770811,1,23.072363096325184,0.0,0.032158481281670426,sms_ctx2d,"Soil moisture, 2 deg context",Soil moisture,Neighbourhood context (1 to 2 deg),0.9856170758821672,sms_ctx1d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
17.234426507602066,8.085356225032259,7.736119120955253,8.365986499738236,1,17.234426507602066,0.0,0.032158481281670426,sms_ctx1d,"Soil moisture, 1 deg context",Soil moisture,Neighbourhood context (1 to 2 deg),0.9856170758821671,sms_ctx2d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
13.260416859437328,6.220989944381493,5.882158398276865,6.513761447099067,1,13.260416859437328,0.0,0.032158481281670426,sin1,"Seasonal sine, 1 per year",Seasonal harmonics,Seasonal harmonics,0.7115462292778129,et_ante3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
12.020835109481354,5.639452751135055,5.422710359842328,5.824301297263738,1,12.020835109481354,0.0,0.032158481281670426,ppt_ctx2d,"Precipitation, 2 deg context",Precipitation,Neighbourhood context (1 to 2 deg),0.9862576499580976,ppt_ctx1d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
7.932481475967413,3.721443150625032,3.582312111146035,3.861097006841764,1,7.932481475967413,0.0,0.032158481281670426,runoff_anom_ante3m,"Surface runoff anomaly, antecedent 3 mo",Surface runoff anomaly,Antecedent means (1 to 24 mo),0.9197749784184355,runoff_anom_ante2m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
6.551146919267844,3.073404067227821,2.658035563439937,3.4975997477361607,1,6.551146919267844,0.0,0.032158481281670426,runoff_anom_ctx2d,"Surface runoff anomaly, 2 deg context",Surface runoff anomaly,Neighbourhood context (1 to 2 deg),0.9579196637305851,runoff_anom_ctx1d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
6.074428687203953,2.849756548495244,2.6528655117577893,3.0428588993698606,1,6.074428687203953,0.0,0.032158481281670426,ppt_ante3m,"Precipitation, antecedent 3 mo",Precipitation,Antecedent means (1 to 24 mo),0.9432496552395224,ppt_api3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
5.790031381980489,2.7163344400684477,2.5308321841090713,2.864164889650338,1,5.790031381980489,0.0,0.032158481281670426,cos2,"Seasonal cosine, 2 per year",Seasonal harmonics,Seasonal harmonics,0.3477080567025287,ppt_ctx2d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
4.16316886531274,1.953108406953326,1.889244526942873,2.0213616124421674,1,4.16316886531274,0.0,0.032158481281670426,cos1,"Seasonal cosine, 1 per year",Seasonal harmonics,Seasonal harmonics,0.7104196258262944,ppt_ctx2d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
4.145471755630243,1.9448059876141424,1.882586751009738,1.9955476434612491,1,4.145471755630243,0.0,0.032158481281670426,ppt_ctx1d,"Precipitation, 1 deg context",Precipitation,Neighbourhood context (1 to 2 deg),0.9862576499580976,ppt_ctx2d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
3.9175320640365165,1.837870395440748,1.6868685591857295,1.9802916133038975,1,3.9175320640365165,0.0,0.032158481281670426,ppt_ante6m,"Precipitation, antecedent 6 mo",Precipitation,Antecedent means (1 to 24 mo),0.8760556621440662,ppt_api3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
3.8316607928510265,1.7975847603646529,1.4954290529596312,2.1022061906360388,1,3.8316607928510265,0.0,0.032158481281670426,ppt_clim_mean,"Precipitation, climatological mean",Precipitation,Per-pixel climatology,0.9925148493283059,ppt_api120m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
3.659888164797716,1.71699937582004,1.566388741005005,1.8884539897736028,1,3.659888164797716,0.0,0.032158481281670426,et_ctx2d,"Evapotranspiration, 2 deg context",Evapotranspiration,Neighbourhood context (1 to 2 deg),0.9898794736549356,et_ctx1d,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
3.594260426071578,1.6862107884765556,1.5653159502278626,1.7926432179491838,1,3.594260426071578,0.0,0.032158481281670426,ppt_api3m,"Precipitation, API 3 mo",Precipitation,Exponential memory (API) (3 to 120 mo),0.9432496552395225,ppt_ante3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
3.4700833987141326,1.6279543967882304,1.492538575392614,1.741770467381292,1,3.4700833987141326,0.0,0.032158481281670426,wb_api3m,"Water balance (P minus ET minus Q), API 3 mo",Water balance (P minus ET minus Q),Exponential memory (API) (3 to 120 mo),0.9222802352030285,ppt_api3m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
3.075560386594554,1.4428679310127388,1.2269021535698017,1.6611192327249353,1,3.075560386594554,0.0,0.032158481281670426,sms_clim_mean,"Soil moisture, climatological mean",Soil moisture,Per-pixel climatology,0.9758298559335676,sms_ante24m,xgboost,mascon_anomaly,mm,83309,83309,False,19,78,"sms,et,ppt,runoff_surface,runoff_anom",0.014446323737502098,"Attribution is for the mascon-scale TWSA ANOMALY only. Level and trend are taken from GRACE per mascon and never enter the model, so nothing here bears on the depletion trend or on total storage.","TreeSHAP splits credit between correlated columns by how the trees were built, not by any property of the data. Antecedent windows in this matrix correlate up to 0.98, so the ordering of families separated by a few percent is not identifiable."
